,Ticker,Average RMSE,Std. Dev. RMSE,Average MAPE,Std. Dev. MAPE,Model Order
0,A,0.14240000000000003,0.13849418760366805,3.0266,4.715628424717113,"(0, 1, 1)"
1,AAL,0.0226,0.012939860895697451,1.5904,1.0055336095824943,"(1, 1, 1)"
2,AAPL,0.1008,0.06000133331851884,4.056399999999999,5.726731898735961,"(1, 1, 0)"
3,ABBV,0.3068,0.3812460622747466,3.5552000000000006,1.9693084471458502,"(2, 1, 1)"
4,ABNB,0.0475,0.023499999999999997,0.614,0.41000000000000003,"(1, 1, 2)"
5,ABT,0.1528,0.17491072008313271,1.9798000000000002,1.2713094666523963,"(0, 1, 0)"
6,ACGL,0.0804,0.07208217532788531,3.0694,3.7889539770232097,"(0, 1, 1)"
7,ACN,0.31999999999999995,0.4515688208900167,1.9402000000000001,0.734583528266187,"(3, 1, 1)"
8,ADBE,0.0698,0.06415418926305591,3.521,3.2077627717772397,"(3, 1, 0)"
9,ADI,0.2238,0.22842889484476345,0.9697999999999999,0.40257193146070186,"(0, 1, 1)"
10,ADM,0.1794,0.18806871084792387,2.5789999999999997,1.954486735693031,"(2, 1, 0)"
11,ADP,0.2968,0.3720421481499106,29.905400000000004,35.131689037676516,"(1, 1, 0)"
12,ADSK,0.084,0.11816429240680114,3.7896,3.0738237815463654,"(3, 1, 1)"
13,AEE,0.0758,0.04166245312028566,0.8396000000000001,0.33273028115877884,"(1, 0, 0)"
14,AEP,0.1004,0.10710107375745587,1.0535999999999999,1.0988311244226747,"(0, 1, 1)"
15,AES,0.075,0.07246240404513225,3.2714000000000008,3.6820247473367154,"(0, 1, 1)"
16,AFL,0.06720000000000001,0.07306545011152672,1.8801999999999999,1.7389224709572306,"(1, 1, 0)"
17,AIG,0.06480000000000001,0.04593647787978526,1.3434000000000001,0.5825017081520019,"(1, 1, 0)"
18,AIZ,0.0606,0.053652958911881085,2.0813999999999995,1.236075984719386,"(0, 1, 1)"
19,AJG,0.057600000000000005,0.03127043331967116,1.5904,1.1901999159805043,"(0, 1, 0)"
20,AKAM,0.0274,0.02642423130386199,34582999624313.1,69165999248625.266,"(3, 1, 1)"
21,ALB,0.10880000000000001,0.10795814003584908,2.9296,2.7820677633731354,"(0, 1, 0)"
22,ALGN,0.04,0.036513011379506896,5.485200000000001,9.74176184065285,"(0, 1, 0)"
23,ALK,0.0832,0.10287351457007775,3.178,3.209621161445693,"(2, 1, 1)"
24,ALL,0.1498,0.17729230101727486,1.4532,0.5837223312500559,"(2, 1, 0)"
25,ALLE,0.09680000000000001,0.08942125027083887,2.4006,1.8822853768756747,"(0, 1, 2)"
26,AMAT,0.15940000000000001,0.22467362996132859,2.3324000000000003,2.4814955651783865,"(1, 1, 1)"
27,AMCR,0.0248,0.028722116913625986,31066091104954.4,35720579537671.04,"(1, 1, 0)"
28,AMD,0.1278,0.14118555166871716,1.1101999999999999,0.7451733757992162,"(1, 1, 1)"
29,AME,0.037,0.02512369399590753,1.4145999999999999,1.7019873795066756,"(1, 1, 0)"
30,AMGN,0.376,0.5926857514737469,2.1350000000000002,2.1731481311682366,"(1, 1, 1)"
31,AMP,0.06799999999999999,0.07866892652121293,1.2554,1.20166111695436,"(1, 1, 1)"
32,AMT,0.13900000000000004,0.21184333834227598,1.1810000000000003,0.4393053607685661,"(0, 1, 1)"
33,AMZN,0.177,0.14756557864217523,5.1922,5.474207719844032,"(0, 1, 2)"
34,ANET,0.12000000000000002,0.10566929544574431,1.9034,2.3143136001847284,"(1, 1, 1)"
35,ANSS,0.1472,0.09360213672774784,1.4014,0.7702837399296444,"(0, 1, 1)"
36,AON,0.077,0.0417612260356422,2.9336,4.349912394520147,"(1, 1, 0)"
37,AOS,0.0414,0.025507645912549434,1.347,1.5097728305940599,"(1, 1, 0)"
38,APA,0.0708,0.0690837173290494,1.1812,0.9368736094052389,"(1, 1, 0)"
39,APD,0.0794,0.10270462501757162,1.0372000000000001,0.699864672633217,"(0, 1, 0)"
40,APH,0.07980000000000001,0.04422849760052901,5.29,8.627209421359842,"(1, 1, 0)"
41,APTV,0.062,0.06020631196145467,1.2186,0.2935674368863141,"(1, 1, 1)"
42,ARE,0.0478,0.04960403209417556,1.2718,1.095699484347784,"(0, 1, 2)"
43,ATO,0.11739999999999999,0.14898939559579397,5003293313037.557,10006586626073.14,"(2, 1, 0)"
44,ATVI,0.189,0.2600476879343479,4.3334,5.546673475156078,"(1, 1, 0)"
45,AVB,0.0928,0.08052428205206179,1117309337098.525,2234618674185.384,"(3, 1, 1)"
46,AVGO,0.2692,0.32997357469955074,1.4024,0.8062926515850185,"(1, 1, 0)"
47,AVY,0.2466,0.3181481415944465,3.6433999999999997,3.2762154141631163,"(3, 1, 1)"
48,AWK,0.08700000000000001,0.047787027528399376,1.0196,0.4602927763934603,"(0, 1, 1)"
49,AXON,0.13879999999999998,0.13596676064391622,1.5514000000000001,0.7971826892249981,"(3, 1, 1)"
50,AXP,0.0906,0.09110784818005527,29.336400000000005,55.81863681101502,"(1, 1, 2)"
51,AZO,0.16520000000000004,0.26015948954439466,1.4674,0.7661831634798562,"(2, 1, 1)"
52,BA,0.10300000000000001,0.10020578825596853,1.4934,0.3980696421482051,"(1, 1, 1)"
53,BAC,0.1072,0.17803640077242633,1.1830000000000003,0.8246041474550077,"(0, 1, 1)"
54,BALL,0.22479999999999994,0.40431393742981453,1.4149999999999998,1.184925651676087,"(0, 1, 0)"
55,BAX,0.289,0.34013761920728497,1.9380000000000002,1.1871882748747142,"(0, 1, 1)"
56,BBWI,0.046,0.05317142089506354,1.2464,0.24104074344392484,"(1, 1, 1)"
57,BBY,0.13840000000000002,0.09240476178206403,2.216,1.5177765316409397,"(0, 1, 1)"
58,BDX,0.2198,0.13132311296949978,0.8632,0.5063048093786984,"(0, 1, 1)"
59,BEN,0.0528,0.029081953166869654,3.3196,3.589875351596487,"(1, 1, 0)"
60,BG,0.0168,0.00530659966456864,1.7724,1.304765511500055,"(1, 1, 2)"
61,BIIB,0.08280000000000001,0.10360193048394417,4.022,6.480451712650901,"(0, 1, 1)"
62,BIO,0.152,0.15081114017207087,4.980600000000001,6.039097204052936,"(0, 1, 2)"
63,BK,0.1756,0.27110706372206533,6.1912,7.9855943147645565,"(1, 1, 2)"
64,BKNG,0.029000000000000005,0.03648561360317242,0.9712000000000002,0.4726670709918346,"(0, 1, 0)"
65,BKR,0.0588,0.06297745628397514,15.378400000000003,28.63714649611585,"(1, 1, 1)"
66,BLK,0.0932,0.11669858610968688,76176395263866.97,152352790527724.06,"(0, 1, 1)"
67,BMY,0.09960000000000001,0.08257021254665632,5.785,6.8314406386940085,"(3, 1, 0)"
68,BR,0.09219999999999999,0.06845553301231391,1.4862,0.8058472311797069,"(0, 1, 0)"
69,BRO,0.1418,0.10938080270321661,1.9476,2.275525750238832,"(1, 1, 1)"
70,BSX,0.0874,0.03831761996784247,4.703200000000001,6.629500053548533,"(0, 1, 0)"
71,BWA,0.0762,0.019456618411224494,4.7402,3.5813891383093237,"(3, 1, 0)"
72,BX,0.092,0.046805982523604815,2.4036,1.9671217145870767,"(0, 1, 1)"
73,BXP,0.06820000000000001,0.05596213005238454,2.5336,1.9235282789707042,"(0, 1, 2)"
74,C,0.09699999999999999,0.112777657361731,1.0074,0.2803830237371729,"(0, 1, 2)"
75,CAG,0.09380000000000001,0.06434407509631325,1.1532000000000002,0.5778440620098125,"(2, 1, 0)"
76,CAH,0.09420000000000002,0.05768674024418437,0.9646000000000001,0.5620806347847256,"(1, 1, 2)"
77,CARR,0.061,0.0020000000000000018,0.9315,0.07549999999999996,"(3, 1, 1)"
78,CAT,0.07899999999999999,0.019585709075752147,37.0416,71.93611517895583,"(1, 1, 0)"
79,CB,0.1848,0.15238950095068884,1.7605999999999997,1.0392152038918598,"(5, 1, 0)"
80,CBOE,0.14220000000000002,0.18470018949638356,7.8908000000000005,13.354467812683515,"(2, 1, 0)"
81,CBRE,0.20580000000000004,0.3509731613670766,3.5061999999999998,2.0660011035815056,"(1, 1, 2)"
82,CCI,0.1022,0.08243154735900571,2.4856000000000003,2.9774625169764946,"(0, 1, 1)"
83,CCL,0.0826,0.07579868072730554,1.4773999999999998,1.0219292734822698,"(1, 1, 0)"
84,CDAY,0.07566666666666667,0.07669130039030211,0.8326666666666668,0.4713557278979669,"(0, 1, 4)"
85,CDNS,0.1044,0.09963653948226024,1.1658,0.825997433410056,"(0, 1, 1)"
86,CDW,0.0518,0.03133943203059047,3.4571999999999994,4.365304543786149,"(1, 1, 1)"
87,CE,0.0508,0.03036050065463348,5.2032,6.261054556542373,"(1, 1, 1)"
88,CEG,0.167,0.0,0.956,0.0,"(0, 1, 0)"
89,CF,0.0914,0.051309258423797154,1.168,0.3348163675807979,"(1, 1, 2)"
90,CFG,0.0496,0.03731809212700992,1.6603999999999999,1.5808702160519057,"(1, 1, 2)"
91,CHD,0.1006,0.07086494196709682,1.0844,0.2962725771987681,"(2, 1, 1)"
92,CHRW,0.0514,0.04500044444224968,1.8701999999999999,1.8947584964844464,"(3, 0, 0)"
93,CHTR,0.0866,0.0648154302616283,4.4914000000000005,4.83506093446608,"(0, 1, 1)"
94,CI,0.1558,0.10172590623828327,32.3434,60.81227285211432,"(1, 1, 0)"
95,CINF,0.1172,0.08449236651911224,2.665,1.3771650590978555,"(0, 1, 1)"
96,CL,0.08459999999999998,0.07333921188559364,1.7625999999999997,1.8441305376789356,"(1, 0, 0)"
97,CLX,0.19160000000000002,0.21401551345638473,1.611,0.8295256475842082,"(0, 1, 0)"
98,CMA,0.028800000000000003,0.029376180827330158,1.5444,1.2368978292486408,"(0, 1, 4)"
99,CMCSA,0.08299999999999999,0.08849406759777742,2.5103999999999997,2.363960371918277,"(0, 1, 1)"
100,CME,0.1316,0.14921742525589965,2.4422,2.088989937745034,"(0, 1, 1)"
101,CMG,0.10740000000000001,0.11282481996440322,1.6292000000000002,0.6139581093201718,"(3, 1, 1)"
102,CMI,0.07100000000000001,0.09033936019255394,1.3820000000000001,0.5156037238034651,"(1, 1, 0)"
103,CMS,0.24339999999999998,0.2929659365864912,2.1684,1.512111583184257,"(2, 1, 0)"
104,CNC,0.18,0.12841027996231455,2.0564,1.8965766633595385,"(4, 1, 1)"
105,CNP,0.11139999999999999,0.1001391032514272,0.8775999999999999,0.3651129140416701,"(3, 1, 0)"
106,COF,0.1056,0.07590678494047814,1.9844000000000002,0.7983469421247882,"(1, 1, 2)"
107,COO,0.08080000000000001,0.06110777364623914,2.1211999999999995,1.3830345476523715,"(3, 1, 1)"
108,COP,0.0264,0.03097482849024349,1.9099999999999997,1.5950522248503338,"(1, 1, 0)"
109,COR,0.1752,0.2404798536260366,1.2082000000000002,0.9448518190700592,"(1, 1, 0)"
110,COST,0.26979999999999993,0.2081051657215649,2.3146,0.9514346220313826,"(2, 1, 1)"
111,CPB,0.12160000000000001,0.08764838846208184,2.8092,3.951570998982556,"(2, 1, 1)"
112,CPRT,0.07120000000000001,0.09540104821227072,1.1334,1.0542076835235077,"(1, 1, 0)"
113,CPT,0.046,0.02498799711861677,1.3572000000000002,0.8918834901487975,"(1, 1, 1)"
114,CRL,0.39459999999999995,0.47738814396673074,5.3532,5.492620955427381,"(1, 1, 0)"
115,CRM,0.11560000000000001,0.09546852884589768,27704788432120.574,55409576864238.9,"(0, 1, 0)"
116,CSCO,0.0622,0.02978187368182197,3.1108000000000002,4.491682998609764,"(1, 1, 0)"
117,CSGP,0.1854,0.23408425833447238,2.2830000000000004,2.522000237906412,"(0, 1, 1)"
118,CSX,0.0762,0.02728662676110772,1.2968,0.5537036752632224,"(0, 1, 1)"
119,CTAS,0.08880000000000002,0.08831172062642648,1.6216000000000002,1.1328160662702484,"(1, 1, 0)"
120,CTLT,0.1578,0.13583725556709395,3.6670000000000003,3.634886463151222,"(2, 1, 1)"
121,CTRA,0.053200000000000004,0.052457220665986494,1.5254,1.6824585106325802,"(0, 1, 1)"
122,CTSH,0.059800000000000006,0.09336037703437147,0.9738,0.4765099789091515,"(1, 1, 1)"
123,CTVA,0.267,0.28935906183609783,0.8276666666666667,0.45229366075101646,"(1, 1, 0)"
124,CVS,0.29419999999999996,0.4772049454898806,5.8012,5.3280175450161575,"(1, 1, 0)"
125,CVX,0.0588,0.049765047975461656,19.671,27.157308084565376,"(0, 1, 1)"
126,CZR,0.1262,0.1671770319152724,1.3498,1.3041986658481137,"(3, 1, 1)"
127,D,0.0442,0.0313521929057602,0.8922000000000001,0.5521396200237761,"(0, 1, 1)"
128,DAL,0.0254,0.026203816515919964,2.1212,1.5131679880304103,"(1, 1, 1)"
129,DD,0.0646,0.054042945885656536,1.5068000000000001,0.5336108694545117,"(3, 1, 1)"
130,DE,0.27379999999999993,0.45741639673278,1.1880000000000002,1.000133991023203,"(6, 1, 1)"
131,DFS,0.13540000000000002,0.13934647465938993,1.0926,0.6423636353343798,"(3, 0, 1)"
132,DG,0.1348,0.14460484085949543,1.0734,0.793068370318726,"(0, 1, 0)"
133,DGX,0.16740000000000002,0.19316272932426692,3.3754,3.004678724922184,"(1, 0, 1)"
134,DHI,0.3672,0.5883976206614028,1.6740000000000002,0.7997427086257182,"(3, 1, 1)"
135,DHR,0.095,0.10487516388545001,1.2202,0.45246763420160785,"(0, 1, 1)"
136,DIS,0.3154,0.47765786919090947,1.5830000000000002,0.927384925475932,"(0, 1, 2)"
137,DLR,0.064,0.019089263998384013,2.0592,1.1178245658420645,"(0, 1, 1)"
138,DLTR,0.3498,0.6070655318826791,3.34,2.5903342641443015,"(1, 1, 0)"
139,DOV,0.06939999999999999,0.03674016875301473,1.9777999999999998,1.642632204725087,"(1, 1, 0)"
140,DOW,0.054,0.038218669085496246,1.6056666666666668,0.6220827026118704,"(1, 1, 1)"
141,DPZ,0.3118,0.20380912639035573,1.3732,0.6986256222040529,"(0, 1, 1)"
142,DRI,0.15860000000000002,0.19077798615144256,3.0842,3.507674409063646,"(0, 1, 0)"
143,DTE,0.1612,0.1571004774022027,1.1898,0.7051636405828083,"(2, 1, 0)"
144,DUK,0.0424,0.049548360215046466,0.869,0.6889359912212455,"(0, 1, 1)"
145,DVA,0.251,0.3254295622711619,5.022799999999999,8.313760025403667,"(3, 1, 0)"
146,DVN,0.024,0.016601204775557706,1.6119999999999997,1.2300856880721764,"(3, 1, 0)"
147,DXC,0.08940000000000001,0.07770096524496978,1.8354000000000004,0.9682430686558,"(3, 1, 1)"
148,DXCM,0.23819999999999997,0.21063845802701844,1.0728,0.3009215180076027,"(3, 1, 1)"
149,EA,0.08,0.0696218356552023,0.7444,0.4058263668122119,"(1, 0, 0)"
150,EBAY,0.09359999999999999,0.112721958819034,1.0981999999999998,0.5743230449842666,"(2, 1, 1)"
151,ECL,0.055200000000000006,0.06281846862189494,2.2003999999999997,3.243090415020833,"(0, 1, 1)"
152,ED,0.16840000000000002,0.19494573603954513,1.0650000000000002,0.8685555825622214,"(0, 1, 1)"
153,EFX,0.19019999999999998,0.2805618648355474,2.2399999999999998,1.7020108107764766,"(3, 1, 2)"
154,EG,0.10840000000000001,0.12128742721321117,6.1934000000000005,9.186842082021439,"(1, 1, 1)"
155,EIX,0.20020000000000002,0.2925073674285829,0.7348000000000001,0.3222703213142656,"(2, 1, 0)"
156,EL,0.10740000000000001,0.11125034831406147,2.1041999999999996,1.5958605703506807,"(3, 1, 1)"
157,ELV,0.10800000000000001,0.07278461375867842,1.7348,1.2509523412184815,"(3, 0, 1)"
158,EMN,0.0378,0.04052357338636365,2.3526,3.9111033532751343,"(0, 1, 1)"
159,EMR,0.085,0.09764630049315744,1.5336000000000003,1.5687238890257267,"(1, 1, 0)"
160,ENPH,0.074,0.022512218904408337,1.6945999999999999,0.8961724387638799,"(3, 1, 1)"
161,EOG,0.0548,0.03324093861490677,14.2406,24.689817063720824,"(1, 1, 1)"
162,EPAM,0.0786,0.09974888470554447,4.7168,5.014438768197294,"(0, 1, 0)"
163,EQIX,0.08059999999999999,0.0556151058616272,1.1568,0.5208087556867684,"(0, 1, 1)"
164,EQR,0.0496,0.03954035912836402,8.360000000000001,13.66166686755317,"(2, 1, 1)"
165,EQT,0.08080000000000001,0.06718154508494129,2.0666,1.5586578328805845,"(0, 1, 1)"
166,ES,0.1528,0.1373832595333216,1.4289999999999998,0.8427970099614734,"(0, 1, 2)"
167,ESS,0.0728,0.046473218093865634,2.9863999999999997,2.8179708018359593,"(2, 1, 1)"
168,ETN,0.06280000000000001,0.04281308211283089,0.9994,1.0484376185543898,"(1, 1, 1)"
169,ETR,0.12679999999999997,0.10652023281987323,1.4978,1.66251019846496,"(0, 1, 0)"
170,ETSY,0.1096,0.05549990990983679,2.0776,2.561593144900259,"(0, 1, 1)"
171,EVRG,0.2364,0.3805399322016022,1.5181999999999998,0.7444711948759334,"(3, 1, 1)"
172,EW,0.0344,0.029363923443572724,2.3048,1.2837755878657298,"(0, 1, 1)"
173,EXC,0.32700000000000007,0.46242664283105495,0.9582,0.1557374714062098,"(2, 1, 0)"
174,EXPD,0.04939999999999999,0.04090281163929932,1.1138000000000001,0.3959289835311378,"(0, 1, 0)"
175,EXPE,0.17960000000000004,0.24889805141864813,0.7128,0.546255764271646,"(0, 1, 1)"
176,EXR,0.08659999999999998,0.06631621219581227,1.4618,2.097862760048903,"(0, 1, 1)"
177,F,0.062,0.051447060168682134,0.9578,0.46641758114376436,"(0, 1, 0)"
178,FANG,0.1022,0.10562083127868288,3.5378,2.3304230860511144,"(1, 1, 0)"
179,FAST,0.1824,0.11338712448951159,1.6718,0.9722663009690299,"(2, 1, 1)"
180,FCX,0.0742,0.07398756652303143,2.997,3.215702909163096,"(2, 1, 0)"
181,FDS,0.0678,0.05262470902532383,2.1990000000000003,2.8626233423208163,"(2, 0, 0)"
182,FDX,0.08980000000000002,0.137255090980262,0.8480000000000001,0.33964334234605575,"(1, 1, 1)"
183,FE,0.23680000000000004,0.3222572885133865,0.9868,0.4412765119514067,"(0, 1, 0)"
184,FFIV,0.321,0.4398613417885232,1.126,0.3877421823841197,"(1, 1, 0)"
185,FI,0.18180000000000002,0.09045750383467366,3.0948,1.7432221200982967,"(1, 1, 0)"
186,FICO,0.2152,0.17517008877088577,4.237399999999999,3.7645814428698445,"(0, 1, 0)"
187,FIS,0.13440000000000002,0.21415564433374154,3.3507999999999996,3.304081197549479,"(3, 1, 1)"
188,FITB,0.12840000000000001,0.17800516846428927,2.143,1.7205640935460673,"(1, 1, 1)"
189,FLT,0.07160000000000001,0.09138183626957821,2.4722,3.3548777265349035,"(3, 1, 1)"
190,FMC,0.348,0.39485237747796326,1.094,0.4078818456366991,"(2, 1, 0)"
191,FOX,0.033,0.009416297927883689,2.2306666666666666,1.012255676968796,"(1, 1, 2)"
192,FOXA,0.03466666666666667,0.011728408057172785,3.1809999999999996,1.231319888033433,"(0, 1, 1)"
193,FRT,0.06540000000000001,0.06076051349355106,1.5364,0.7788475075391845,"(0, 1, 2)"
194,FSLR,0.082,0.07359076028959072,2.3586,2.2531622755585095,"(0, 1, 1)"
195,FTNT,0.11280000000000001,0.1148832450795154,1.3958,0.8964298968686842,"(1, 0, 0)"
196,FTV,0.040749999999999995,0.036649522507121425,66.39925000000001,114.13063065271962,"(0, 1, 2)"
197,GD,0.11380000000000001,0.09089202385248113,1.6149999999999998,0.823973543264588,"(2, 1, 0)"
198,GE,0.08680000000000002,0.12420209338010371,1.948,1.7089710354479388,"(3, 1, 1)"
199,GEHC,0.172,0.0,4.839,0.0,"(0, 1, 0)"
200,GEN,0.0466,0.04277195342745057,1.141,0.726191159406392,"(1, 1, 1)"
201,GILD,0.1438,0.1272719922056695,2.4276000000000004,1.8599788816005411,"(1, 1, 1)"
202,GIS,0.4024,0.587128129116635,1.3270000000000002,1.0044510938816285,"(4, 1, 0)"
203,GL,0.0976,0.09088586248696767,2.318,2.5221393300133124,"(0, 1, 1)"
204,GLW,0.1478,0.1673229213228122,1.6854,1.8032421468011444,"(1, 0, 0)"
205,GM,0.0432,0.0344174374409252,1.3108,1.111438959187593,"(0, 1, 1)"
206,GNRC,0.11900000000000002,0.16636946835282007,0.7315999999999999,0.34785548723571974,"(1, 1, 1)"
207,GOOG,0.1406,0.12028399727312024,6.6056,6.514872020231863,"(4, 1, 1)"
208,GOOGL,0.11300000000000002,0.08782482564742158,241494222726867.0,482988445453730.75,"(0, 1, 1)"
209,GPC,0.131,0.12124520609079768,1.938,2.32045693776032,"(1, 1, 0)"
210,GPN,0.11080000000000001,0.0485279301021587,21.895599999999998,32.822129702991546,"(0, 1, 0)"
211,GRMN,0.0414,0.0175681530047982,0.8646,0.5033529974083795,"(1, 0, 0)"
212,GS,0.060399999999999995,0.07868062023141405,1.032,0.9688296031810754,"(1, 1, 0)"
213,GWW,0.2102,0.19338707299093186,3.7362,5.455264884494611,"(0, 1, 0)"
214,HAL,0.0712,0.05739477328119695,2.8278000000000003,1.3682422884854861,"(1, 1, 0)"
215,HAS,0.1578,0.2428443122661101,9.685199999999998,16.9037208850596,"(1, 1, 1)"
216,HBAN,0.2162,0.3380564449910695,3.6076,5.139023432521008,"(1, 1, 1)"
217,HCA,0.2392,0.3369245612893189,3.7030000000000003,4.370905032141513,"(0, 1, 2)"
218,HD,0.0758,0.06520858839140746,2.6244,2.5503694320627357,"(2, 1, 1)"
219,HES,0.047200000000000006,0.07581398287914967,5.0386,8.703041344265808,"(1, 1, 0)"
220,HIG,0.0704,0.060307876765808954,4.5956,6.208902595467253,"(1, 1, 0)"
221,HII,0.0622,0.04404270654716851,2.5911999999999997,3.4268836805470944,"(0, 1, 1)"
222,HLT,0.1368,0.17409124044592247,1.3728,1.1041496999954308,"(2, 0, 2)"
223,HOLX,0.085,0.03500285702624859,2.9146,3.5205528883969346,"(0, 1, 0)"
224,HON,0.11040000000000001,0.08060421825190045,2.1458000000000004,1.9253009530979828,"(1, 1, 0)"
225,HPE,0.131,0.07852069790825857,1.213,0.17130236425688933,"(0, 1, 1)"
226,HPQ,0.2976,0.2307601352053686,9.342199999999998,13.470497546861436,"(2, 1, 0)"
227,HRL,0.2306,0.099989199416737,1.3446000000000002,0.48110813753250936,"(0, 1, 1)"
228,HSIC,0.096,0.077696846782865,1.5592000000000001,0.8295042857032143,"(1, 1, 0)"
229,HST,0.35900000000000004,0.564420765032613,1.6199999999999999,1.6565526855491193,"(1, 0, 0)"
230,HSY,0.0852,0.08440710870536912,1.7262,1.3378692611761436,"(2, 1, 1)"
231,HUM,0.23120000000000002,0.16505199180864194,2.148,1.0534330543513433,"(0, 1, 1)"
232,HWM,0.02125,0.02431434761617099,1.204,1.051304665641697,"(0, 1, 1)"
233,IBM,0.0526,0.037355588604651914,1.4126,0.5106684247141192,"(0, 1, 1)"
234,ICE,0.09759999999999999,0.0655548625198772,12.1826,21.402236038320858,"(0, 1, 1)"
235,IDXX,0.1646,0.13911520405764427,1.435,0.9639823649839245,"(0, 1, 1)"
236,IEX,0.065,0.05278257288158659,0.9004,0.9316247313162097,"(1, 1, 0)"
237,IFF,0.176,0.2898461660950512,1.8638000000000001,1.4258052321407717,"(0, 1, 1)"
238,ILMN,0.1758,0.3068200775699009,16.7726,30.767806555554138,"(1, 1, 1)"
239,INCY,0.0868,0.0791641332927987,1.2824000000000002,0.8188363939151704,"(0, 1, 1)"
240,INTC,0.12340000000000002,0.1271732676312125,1.5173999999999999,1.6159774255848998,"(3, 1, 1)"
241,INTU,0.20459999999999998,0.15225977801113463,2.0111999999999997,0.7934802833089175,"(0, 1, 2)"
242,INVH,0.055749999999999994,0.03087373479189066,8.62175,10.84947953532795,"(1, 1, 1)"
243,IP,0.1572,0.24277841749216506,6.8524,8.967261133701863,"(1, 1, 1)"
244,IPG,0.022799999999999997,0.0159298462013919,0.331,0.37921392379499996,"(1, 1, 0)"
245,IQV,0.10700000000000001,0.12012160505088168,1.7548000000000001,1.6270797644860562,"(1, 1, 0)"
246,IR,0.039,0.033889526405661084,3.392,4.218166367036749,"(0, 1, 1)"
247,IRM,0.5962,0.6416994311981272,1.309,0.48867780796758103,"(0, 1, 1)"
248,ISRG,0.3807999999999999,0.5796124222271293,2.7638000000000003,2.448765190866613,"(0, 1, 1)"
