gbm_avg_RMSE,arima_avg_RMSE,xgb_avg_RMSE,lstm_avg_RMSE,RMSE_best_model
8.092,1.424,2.947717227760379,5.767298302784831,arima_avg_RMSE
4.82,0.22599999999999998,0.9867945728516228,1.881555465819284,arima_avg_RMSE
7.814,1.008,1.3502460485465082,5.905118364928481,arima_avg_RMSE
9.31,3.068,1.2641110199302532,3.2333565926604173,xgb_avg_RMSE
4.862,1.528,0.9330798130368548,2.93533721923599,xgb_avg_RMSE
2.4200000000000004,0.804,0.4441562899270272,1.4769093071287085,xgb_avg_RMSE
12.518,3.199999999999999,3.208087485975609,8.793977143754656,arima_avg_RMSE
43.358,0.698,9.649370160897858,21.655796957294644,arima_avg_RMSE
5.644,2.238,1.9282078311255355,4.518907801562429,xgb_avg_RMSE
4.8740000000000006,1.794,0.5184808901317073,2.266692688151367,xgb_avg_RMSE
9.02,2.968,1.8566473797413667,5.058992474331427,xgb_avg_RMSE
22.658,0.8400000000000001,4.831265170717816,9.077871059602431,arima_avg_RMSE
2.75,0.758,0.7731473154289157,2.299942407398349,arima_avg_RMSE
3.5780000000000003,1.004,0.8355282700300235,2.0381387282760044,xgb_avg_RMSE
1.182,0.75,0.2690850828813164,0.6856302454724832,xgb_avg_RMSE
2.626,0.6719999999999999,0.6450240123812213,1.6470535971922478,xgb_avg_RMSE
3.248,0.6479999999999999,0.7572313750013733,1.7702380868645384,arima_avg_RMSE
5.906000000000001,0.606,2.068364411342871,5.096536528217494,arima_avg_RMSE
6.972,0.576,1.63026403396488,4.281303923983619,arima_avg_RMSE
8.068,0.274,0.8706815928019582,3.930538576486659,arima_avg_RMSE
12.57,1.0879999999999999,3.7670453573057134,8.424957895916673,arima_avg_RMSE
59.932,0.4,4.841778649365873,26.96011475561582,arima_avg_RMSE
6.174,0.832,1.265794125615407,2.941542533262673,arima_avg_RMSE
5.078,1.4979999999999998,1.4240786617661725,3.906115902391608,xgb_avg_RMSE
6.812,0.968,1.4527657169343298,3.975854674896505,arima_avg_RMSE
7.312,1.5939999999999999,1.0459932945384016,4.521602053564771,xgb_avg_RMSE
0.518,0.248,0.2517462681077327,0.3783739737061733,arima_avg_RMSE
7.590000000000001,1.278,2.048308200375967,3.869086526437866,arima_avg_RMSE
5.424,0.37,0.9778901362427324,3.4741386419127034,arima_avg_RMSE
9.966,3.76,3.1371303866236118,6.440057443693471,xgb_avg_RMSE
13.273999999999996,0.6799999999999989,2.576255098278142,9.14334782187946,arima_avg_RMSE
9.61,1.3900000000000001,2.957211242345972,7.7966337075051,arima_avg_RMSE
12.446,1.77,1.3224537575693711,4.938143795074791,xgb_avg_RMSE
7.587999999999999,1.2,2.768527983094989,5.618901404954433,arima_avg_RMSE
20.8,1.472,2.907888431016061,10.032706264011022,arima_avg_RMSE
8.504000000000001,0.77,2.5223851268628508,8.715747406307965,arima_avg_RMSE
3.97,0.414,0.8183445190209058,1.810061016784226,arima_avg_RMSE
4.966,0.708,1.440093477319574,2.7241280022211183,arima_avg_RMSE
11.552,0.794,1.8131887494648289,5.636607199826367,arima_avg_RMSE
3.018,0.7979999999999999,0.975200408562445,1.7367391347162229,arima_avg_RMSE
8.982,0.62,1.615626299722183,5.567297089882232,arima_avg_RMSE
8.040000000000001,0.47800000000000004,1.195579178218012,3.522368372338555,arima_avg_RMSE
5.194000000000001,1.173999999999999,0.6103053864291086,2.514102455438988,xgb_avg_RMSE
5.65,1.8900000000000001,1.150577752592724,3.3409351263038056,xgb_avg_RMSE
9.93,0.9279999999999999,1.5249852799662982,6.2213699980721096,arima_avg_RMSE
24.814,2.692,7.346882341430415,21.3028310872968,arima_avg_RMSE
9.806,2.466,2.238351007177364,4.382834071636512,xgb_avg_RMSE
6.858,0.8699999999999999,1.4673604194440315,4.058186546212957,arima_avg_RMSE
13.478,1.387999999999999,1.814211860513654,7.045553979965755,arima_avg_RMSE
7.562,0.906,1.4646983657869233,3.44626544319785,arima_avg_RMSE
110.864,1.6520000000000001,16.70474735838759,62.52423648220846,arima_avg_RMSE
31.126,1.03,4.9242533457352735,13.290892814272365,arima_avg_RMSE
2.172,1.072,0.3459889468932274,1.072365140085333,xgb_avg_RMSE
4.558,2.247999999999999,0.5725668844808501,2.687668069307028,xgb_avg_RMSE
3.3400000000000007,2.8899999999999997,0.6790230156124722,2.18302810140874,xgb_avg_RMSE
5.302,0.45999999999999996,2.1778856247958176,2.909853106760252,arima_avg_RMSE
7.812,1.384,2.287627132147125,2.699770482437301,arima_avg_RMSE
10.622,2.198,2.525066897498045,6.564967093416982,arima_avg_RMSE
2.134,0.528,0.7528685420038924,1.7968113315115246,arima_avg_RMSE
5.5840000000000005,0.16799999999999998,1.2666712784385017,3.004272769196873,arima_avg_RMSE
37.352,0.828,5.215480749114741,17.862177822747693,arima_avg_RMSE
43.484,1.52,6.823222965005411,19.974652267961183,arima_avg_RMSE
2.544,1.756,0.918543287786299,1.7929533485621725,xgb_avg_RMSE
121.564,0.29000000000000004,44.96082376241058,94.2398994464946,arima_avg_RMSE
3.14,0.588,0.6897954887540881,1.4453622908860122,arima_avg_RMSE
53.98,0.932,8.984691453521442,20.27049348063989,arima_avg_RMSE
4.466,0.996,0.688677968311841,2.017051646722183,xgb_avg_RMSE
8.366,0.9219999999999989,1.7359097398052978,4.059586108527521,arima_avg_RMSE
2.304,1.4180000000000001,0.6968096324564547,1.441913320747355,xgb_avg_RMSE
2.222,0.8740000000000001,0.729579723328262,1.841366519732524,xgb_avg_RMSE
3.332,0.762,0.5998803270014422,2.7166543435702675,xgb_avg_RMSE
4.08,0.9199999999999999,1.4559401619651289,3.519245443369217,arima_avg_RMSE
7.229999999999999,0.6819999999999999,1.403276007312503,3.83343632699436,arima_avg_RMSE
4.234,0.9699999999999991,0.8292770437349807,2.5577892336677466,xgb_avg_RMSE
1.684,0.938,0.4585285865685849,1.2954874742431552,xgb_avg_RMSE
5.322,0.9420000000000001,1.219241672221452,3.814259665436731,arima_avg_RMSE
8.270000000000001,1.8479999999999999,1.7450480545667744,4.488001326453336,xgb_avg_RMSE
5.976,1.422,1.5569032538190972,3.6075365487333313,arima_avg_RMSE
4.59,2.0580000000000003,1.1525871148191107,2.7478586685395467,xgb_avg_RMSE
5.481999999999999,1.022,2.011491961850169,4.243679144256759,arima_avg_RMSE
3.562,0.8260000000000001,0.8124768861898775,2.661949619006875,xgb_avg_RMSE
6.22,1.044,2.696547901469092,5.0488781182295615,arima_avg_RMSE
7.318,0.518,1.6354733575823013,4.621258141192658,arima_avg_RMSE
7.482000000000001,0.508,1.825569773617156,3.8578956477596136,arima_avg_RMSE
9.98,0.9139999999999999,1.047812537682142,2.571757333627658,arima_avg_RMSE
2.514,0.496,0.5059266758334797,2.185869621279996,arima_avg_RMSE
4.004,1.006,0.8903731085233986,1.5554663855706257,xgb_avg_RMSE
5.505999999999999,0.514,0.9484568731808082,1.7639607322369009,arima_avg_RMSE
55.124,0.866,8.619072797402527,23.856361884894884,arima_avg_RMSE
14.498,1.5579999999999998,3.0359180106296253,7.789766082788164,arima_avg_RMSE
5.642,1.172,1.5867241757876165,2.906671481390549,arima_avg_RMSE
2.778,0.845999999999999,0.6592938476100363,1.4024044383760832,xgb_avg_RMSE
9.006,1.916,1.9220475408634496,4.792234292838844,arima_avg_RMSE
6.018,0.288,1.1224123165524724,2.92931434224067,arima_avg_RMSE
3.012,0.829999999999999,0.625768259397541,1.6577456104982768,xgb_avg_RMSE
10.716,1.3159999999999998,1.773724058573939,4.956411690997967,arima_avg_RMSE
120.784,1.0739999999999998,20.627698020450183,53.57899282920731,arima_avg_RMSE
12.082,0.71,2.326244734618492,6.975475944439895,arima_avg_RMSE
2.1499999999999995,2.433999999999999,0.5382976475014315,1.436650952250231,xgb_avg_RMSE
6.276000000000001,1.7999999999999998,0.8425835735985023,3.295965073220762,xgb_avg_RMSE
1.614,1.113999999999999,0.340890621274046,0.6720261708748875,xgb_avg_RMSE
9.71,1.056,1.9604517702330635,4.068932803854981,arima_avg_RMSE
17.89,0.8079999999999999,5.299727081879625,11.855641273534598,arima_avg_RMSE
8.815999999999999,0.264,1.4521117254944105,3.523878319751978,arima_avg_RMSE
8.438,1.752,1.7857167347131124,4.3541231554534825,arima_avg_RMSE
19.426,2.6979999999999986,6.130321470221413,17.829393799386036,arima_avg_RMSE
3.194,1.216,0.7862285591369098,1.7213282060999322,xgb_avg_RMSE
1.824,0.712,0.3963831920611603,0.920865000993826,xgb_avg_RMSE
5.385999999999999,0.45999999999999996,1.1126342987904445,3.652015150321209,arima_avg_RMSE
24.612,3.945999999999999,5.343868444065428,4.848651634043266,arima_avg_RMSE
16.836000000000002,1.156,3.673150086299998,6.326598074938081,arima_avg_RMSE
2.7540000000000004,0.622,1.0981061871364743,1.4265629073450743,arima_avg_RMSE
4.464,1.854,0.6445910798037305,2.2714957061300023,xgb_avg_RMSE
1.506,0.762,0.2577860503338074,0.8392986617632963,xgb_avg_RMSE
16.424,0.888,2.956006152546215,8.327805997576169,arima_avg_RMSE
7.266,1.5779999999999998,0.9481530372441632,3.558191887143226,xgb_avg_RMSE
2.238,0.532,0.7058799847834952,1.3038513187005103,arima_avg_RMSE
4.38,0.598,0.8998044713250586,2.67483688527988,arima_avg_RMSE
5.788,2.9419999999999993,1.0376532196864912,3.5299971013376434,xgb_avg_RMSE
10.946000000000002,0.588,1.6777843620514574,4.522867849942645,arima_avg_RMSE
7.968000000000001,1.262,1.8839093197490555,3.384095191463038,arima_avg_RMSE
3.13,0.44200000000000006,0.5693690980442196,1.5658764373766163,arima_avg_RMSE
5.318,0.254,0.7992090608865168,2.0815698835405674,arima_avg_RMSE
5.796,0.646,1.087622633847816,2.904952850300204,arima_avg_RMSE
15.224,2.7379999999999987,4.0324675028809125,9.56902723500533,arima_avg_RMSE
7.226000000000001,1.3539999999999999,1.4533077262550984,3.884255706496341,arima_avg_RMSE
8.786000000000001,1.348,2.652428064440901,7.70195998100011,arima_avg_RMSE
5.136,1.674,0.7148551979766605,3.081277490369388,xgb_avg_RMSE
5.006,3.672,0.8552388910423367,2.946911674909739,xgb_avg_RMSE
12.67,0.95,1.8555809511894104,12.786540165278472,arima_avg_RMSE
11.02,3.154,2.2041538184158003,4.042568609459105,xgb_avg_RMSE
7.784000000000001,0.64,1.304551171407701,3.420896367844321,arima_avg_RMSE
11.63,3.498,3.994191674545148,4.016793964535669,arima_avg_RMSE
7.534000000000001,0.6939999999999991,1.82146206972499,3.6548070562710193,arima_avg_RMSE
35.104,3.1180000000000003,4.545694624200863,20.898821022928725,arima_avg_RMSE
7.343999999999999,1.5859999999999999,2.0799786814342123,4.052182433739529,arima_avg_RMSE
4.252000000000001,1.612,0.9361461575588188,2.242777145879667,xgb_avg_RMSE
3.124,0.424,0.9319450693178244,1.888445924885888,arima_avg_RMSE
9.896,2.51,0.9758166235807112,3.6127677795584936,xgb_avg_RMSE
6.07,0.24,0.9449378182881064,2.2448491534840453,arima_avg_RMSE
5.124,0.8939999999999999,1.25831440887699,4.191230487972472,arima_avg_RMSE
9.264,2.3819999999999992,1.4919416298493242,5.457578053404008,xgb_avg_RMSE
7.820000000000002,0.8,1.4229870018477222,4.7147147139592205,arima_avg_RMSE
3.852,0.935999999999999,1.0864727910353795,1.87570510709863,arima_avg_RMSE
10.446000000000002,0.552,1.4133164349345493,4.72445039193684,arima_avg_RMSE
4.036,1.684,0.7062259158512376,1.777538607213295,xgb_avg_RMSE
13.063999999999998,1.901999999999999,2.036237236029565,8.113474467419632,arima_avg_RMSE
12.945999999999998,1.084,3.985552315175242,7.244901675815305,arima_avg_RMSE
4.798,2.002,0.7233392547791566,1.8317910983232988,xgb_avg_RMSE
14.466,1.0739999999999998,5.854860967858654,12.0620645985437,arima_avg_RMSE
22.976,1.08,3.59274878281624,10.538559572925056,arima_avg_RMSE
5.804,0.378,1.5683054687388729,3.582464134123793,arima_avg_RMSE
5.11,0.8500000000000001,1.1606029217940113,2.5237877141857776,arima_avg_RMSE
14.913999999999998,0.74,2.3063238135535378,6.73273168092179,arima_avg_RMSE
11.724,0.548,2.299304481949719,3.7941765350248673,arima_avg_RMSE
36.742,0.786,5.817134318823301,7.751257696213893,arima_avg_RMSE
37.552,0.8059999999999989,10.15024649018112,20.736275024059136,arima_avg_RMSE
3.914,0.496,0.7902841940708585,1.93623751194277,arima_avg_RMSE
4.298,0.8079999999999999,0.8768019450469012,1.646493513497776,arima_avg_RMSE
2.902,1.528,0.9535666498196684,2.745987710671492,xgb_avg_RMSE
15.616,0.728,3.280474590080728,9.53282890673265,arima_avg_RMSE
6.644,0.6279999999999999,2.1622291087301564,5.051369258732594,arima_avg_RMSE
4.16,1.2679999999999991,1.082548639100123,2.486073729977781,xgb_avg_RMSE
18.43,1.096,2.6967645022840045,6.587943290976827,arima_avg_RMSE
2.988,2.364,0.4295988078451785,1.7086250590659326,xgb_avg_RMSE
4.782000000000001,0.344,0.8797165409536454,4.579199192071577,arima_avg_RMSE
2.014,3.27,0.4314688897731317,1.0107707300061837,xgb_avg_RMSE
4.816,0.493999999999999,0.7185300517076778,2.2697518374604693,arima_avg_RMSE
14.066,1.796,2.887154094579897,8.037320855052378,arima_avg_RMSE
6.981999999999999,0.865999999999999,1.479274515609665,4.0004030713268985,arima_avg_RMSE
0.898,0.62,0.1443010100769609,0.5252966835169817,xgb_avg_RMSE
16.336000000000002,1.022,1.6513399298690892,5.465849164212161,arima_avg_RMSE
2.694,1.824,0.4726634881465456,0.7816078089587128,xgb_avg_RMSE
2.724,0.742,0.6955890161899198,2.7006742898646765,xgb_avg_RMSE
19.05,0.6779999999999999,4.4075397271265055,11.678659891431504,arima_avg_RMSE
19.172,0.898,3.3578622921958194,10.246837890920114,arima_avg_RMSE
1.802,2.3680000000000003,0.2901628884320267,0.8369062591578306,xgb_avg_RMSE
14.824000000000002,3.21,2.2338765811396923,6.244027102603011,xgb_avg_RMSE
5.582,1.8179999999999998,2.166451074824656,4.215439033127319,arima_avg_RMSE
25.04,2.152,4.607799595831053,16.85622026129368,arima_avg_RMSE
6.444,1.3439999999999999,1.4437782651946705,3.488465919117125,arima_avg_RMSE
2.014,1.2839999999999998,0.4472974706002725,1.1451525033738443,xgb_avg_RMSE
19.092,0.716,3.1663907319242326,9.374702109437406,arima_avg_RMSE
6.284000000000001,3.4799999999999995,1.3870655130477756,4.418837374378374,xgb_avg_RMSE
7.982000000000001,0.654,1.424339918426027,2.759227824774515,arima_avg_RMSE
11.136,0.8200000000000001,1.5695672501840563,6.101808254631732,arima_avg_RMSE
2.584,1.128,0.597566827239545,2.047796721012646,xgb_avg_RMSE
11.47,1.138,1.7256684967118552,3.9028948363605087,arima_avg_RMSE
13.636,0.868,1.5290558396337033,5.410695945423027,arima_avg_RMSE
1.5379999999999998,0.466,0.1639998159848991,0.7617919577129401,xgb_avg_RMSE
5.412,1.4380000000000002,0.9241712825139358,2.518095789668396,xgb_avg_RMSE
3.626,4.024,0.8399563840291024,1.6508939177526578,xgb_avg_RMSE
4.658,0.9760000000000001,0.9267311024493926,2.7809758941927343,xgb_avg_RMSE
2.172,1.4779999999999998,0.3137439417301181,1.229626880059774,xgb_avg_RMSE
3.274,0.43200000000000005,0.9457082145530028,1.6178001286621062,arima_avg_RMSE
28.020000000000003,1.19,3.0205734234130883,11.903805489259266,arima_avg_RMSE
6.414,1.4060000000000001,1.7337553337140772,4.178864650504638,arima_avg_RMSE
6.303999999999999,1.1300000000000001,1.8931122475102848,3.174227519736875,arima_avg_RMSE
7.584,1.31,1.0686738830512177,3.49346804592315,xgb_avg_RMSE
10.442,1.1079999999999999,1.5733729292265697,4.687158154402054,arima_avg_RMSE
10.372,0.414,2.143548742443931,2.716149996990634,arima_avg_RMSE
17.768,0.603999999999999,4.028029715791911,10.0629407513814,arima_avg_RMSE
33.092,2.102,4.715836693732724,15.062417795082697,arima_avg_RMSE
4.456,0.712,1.0417047888418796,2.196490388030605,arima_avg_RMSE
5.512,1.5779999999999998,2.255479900726422,4.245942954106718,arima_avg_RMSE
0.8039999999999999,2.162,0.210330209454252,0.4416196243559328,xgb_avg_RMSE
12.372,2.392,2.4815391882323303,9.607023376483712,arima_avg_RMSE
14.362,0.758,2.722568180095412,7.444659534200584,arima_avg_RMSE
9.582,0.472,2.098787806582257,4.415421117864068,arima_avg_RMSE
2.752,0.7040000000000001,0.6519150977828987,1.9026327183638407,xgb_avg_RMSE
16.261999999999997,0.622,2.0702857237043952,7.161248713594728,arima_avg_RMSE
6.552,1.368,1.5981990569355289,3.262382725482283,arima_avg_RMSE
3.0440000000000005,0.8500000000000001,0.6100072804326162,2.003215420478047,xgb_avg_RMSE
9.36,1.104,1.847865912941332,3.982770033216228,arima_avg_RMSE
1.974,2.976,0.3631860055252538,1.011231022358135,xgb_avg_RMSE
2.744,2.306,0.6513339034381846,1.05150510022456,xgb_avg_RMSE
4.273999999999999,0.96,0.7062754270467964,1.881385714576752,xgb_avg_RMSE
1.218,3.59,0.2747633995439955,0.6126283687708919,xgb_avg_RMSE
7.888,0.852,2.013240712355145,4.044210423365099,arima_avg_RMSE
25.046,2.312,5.012572561601704,14.70429777686132,arima_avg_RMSE
4.458,0.526,1.832520199002881,3.509544697171934,arima_avg_RMSE
4.55,0.975999999999999,0.9620268171213242,1.984260104066032,xgb_avg_RMSE
37.094,1.646,5.07780822072611,14.3459534249838,arima_avg_RMSE
9.406,0.65,1.603577115451749,4.82225562297563,arima_avg_RMSE
8.538,1.7599999999999998,2.424330354206905,5.237580618411561,arima_avg_RMSE
42.858,1.758,7.562605971477884,21.809624820081545,arima_avg_RMSE
11.845999999999998,0.868,2.0694852895327687,4.508243109416061,arima_avg_RMSE
4.708,1.234,0.5446045831319049,1.4677180401335124,xgb_avg_RMSE
24.528,2.045999999999999,8.829464120335356,18.50890149323518,arima_avg_RMSE
2.77,1.572,0.614684748234708,1.6773426257886883,xgb_avg_RMSE
1.548,0.227999999999999,0.3363363381958691,1.246307620758823,arima_avg_RMSE
9.13,1.07,3.0636846833191145,8.006139045156916,arima_avg_RMSE
2.116,5.962,0.4928494656327322,2.196349547922759,xgb_avg_RMSE
19.084,3.807999999999999,3.995800852892615,9.458698519613971,arima_avg_RMSE
9.861999999999998,2.476,2.4146131196779983,8.235849091527694,xgb_avg_RMSE
11.32,2.173999999999999,1.579246940207186,4.555827252991502,xgb_avg_RMSE
2.036,1.7100000000000002,0.3536183069612063,1.2520620106253817,xgb_avg_RMSE
4.958,0.832,1.0179691757332896,3.407979980107305,arima_avg_RMSE
7.140000000000001,1.1360000000000001,1.4751706963105788,4.478170960688028,arima_avg_RMSE
3.326,0.842,0.6699593194279515,2.285305259027409,xgb_avg_RMSE
